,002049,002180,002371,600171,600460,600584
2019-09-16 10:00:00,59.03,29.43,70.0,17.33,19.05,19.2
2019-09-16 10:15:00,58.42,29.27,70.04,17.24,18.56,19.31
2019-09-16 10:30:00,58.45,29.17,70.05,17.23,18.79,19.14
2019-09-16 10:45:00,58.74,29.11,70.15,17.23,18.71,19.2
2019-09-16 11:00:00,58.71,29.32,70.05,17.27,18.72,19.23
2019-09-16 11:15:00,,29.28,70.23,,,
2019-09-16 13:00:00,58.33,28.81,69.89,17.24,18.78,19.24
2019-09-16 13:15:00,58.48,28.97,70.01,17.28,18.77,19.6
2019-09-16 13:30:00,58.66,28.93,70.18,17.39,19.05,19.65
2019-09-16 13:45:00,58.75,29.16,70.69,17.45,19.05,19.69
2019-09-16 14:00:00,58.35,28.89,70.08,17.29,18.8,19.51
2019-09-16 14:15:00,57.89,28.87,69.96,17.13,18.8,19.33
2019-09-16 14:30:00,57.96,28.98,69.91,17.19,18.84,19.46
2019-09-17 09:30:00,56.45,28.96,68.9,16.71,18.11,19.01
2019-09-17 09:45:00,56.2,28.94,68.74,16.53,17.87,18.91
2019-09-17 10:00:00,56.33,28.6,68.97,16.5,17.89,18.72
2019-09-17 10:15:00,56.26,28.63,68.8,16.41,17.97,18.83
2019-09-17 10:30:00,55.95,28.49,68.31,16.38,17.76,18.63
2019-09-17 10:45:00,55.67,28.41,68.44,16.44,17.74,18.63
2019-09-17 11:00:00,56.1,28.39,68.51,16.42,17.7,18.7
2019-09-17 11:15:00,,28.25,67.96,,,
2019-09-17 13:00:00,55.63,28.12,67.59,16.22,17.41,18.37
2019-09-17 13:15:00,55.38,27.96,67.55,16.11,17.33,18.4
2019-09-17 13:30:00,55.58,28.02,67.53,16.11,17.43,18.44
2019-09-17 13:45:00,55.45,27.75,67.54,16.13,17.46,18.33
2019-09-17 14:00:00,55.65,27.72,67.87,16.15,17.59,18.37
2019-09-17 14:15:00,55.58,27.8,67.8,16.09,17.5,18.36
2019-09-17 14:30:00,55.41,27.6,67.81,16.12,17.47,18.33
2019-09-18 09:30:00,55.59,28.0,67.85,16.17,17.13,18.32
2019-09-18 09:45:00,55.6,27.89,67.94,16.23,17.21,18.53
2019-09-18 10:00:00,55.03,27.47,67.33,16.09,17.04,18.34
2019-09-18 10:15:00,55.38,26.99,67.47,16.01,17.01,18.35
2019-09-18 10:30:00,55.6,27.18,67.51,16.18,17.02,18.35
2019-09-18 10:45:00,55.46,27.53,67.85,16.21,17.06,18.35
2019-09-18 11:00:00,55.41,27.52,67.63,16.14,17.0,18.36
2019-09-18 11:15:00,,27.4,,,,
2019-09-18 13:00:00,55.4,27.84,67.71,16.15,16.97,18.19
2019-09-18 13:15:00,55.7,27.99,68.27,16.21,17.07,18.36
2019-09-18 13:30:00,56.0,28.0,68.68,16.26,17.19,18.5
2019-09-18 13:45:00,56.11,28.0,68.71,16.29,17.24,18.59
2019-09-18 14:00:00,55.85,28.13,68.56,16.26,17.15,18.66
2019-09-18 14:15:00,55.67,28.05,68.5,16.19,17.12,18.56
2019-09-18 14:30:00,55.84,27.84,68.55,16.14,17.03,18.49
2019-09-19 09:30:00,56.11,28.28,68.85,16.25,17.19,18.73
2019-09-19 09:45:00,55.94,27.94,68.3,16.11,17.14,19.0
2019-09-19 10:00:00,56.17,28.07,69.0,16.19,17.21,19.17
2019-09-19 10:15:00,56.16,28.28,69.37,16.29,17.37,19.26
2019-09-19 10:30:00,56.11,28.5,69.45,16.27,17.27,19.2
2019-09-19 10:45:00,56.1,28.81,69.8,16.43,17.47,19.24
2019-09-19 11:00:00,56.25,28.83,69.8,16.35,17.33,19.11
2019-09-19 11:15:00,,,70.2,,,
2019-09-19 13:00:00,55.98,28.8,69.82,16.3,17.27,19.06
2019-09-19 13:15:00,55.83,28.71,69.23,16.21,17.11,18.93
2019-09-19 13:30:00,55.88,28.65,69.36,16.21,17.18,18.88
2019-09-19 13:45:00,56.15,28.69,69.68,16.29,17.19,18.94
2019-09-19 14:00:00,56.17,28.7,69.83,16.29,17.19,18.88
2019-09-19 14:15:00,56.19,28.81,69.82,16.35,17.21,18.94
2019-09-19 14:30:00,56.38,28.98,70.13,16.42,17.34,19.13
2019-09-20 09:30:00,56.8,29.17,69.9,16.49,17.17,19.26
2019-09-20 09:45:00,56.62,29.13,69.83,16.55,17.18,19.45
2019-09-20 10:00:00,57.27,29.47,70.43,16.62,17.27,19.6
2019-09-20 10:15:00,57.84,29.8,70.48,16.68,17.34,19.95
2019-09-20 10:30:00,57.48,30.0,70.31,16.62,17.33,19.72
2019-09-20 10:45:00,57.05,29.78,69.82,16.5,17.17,19.51
2019-09-20 11:00:00,56.97,30.0,69.85,16.47,17.17,19.55
2019-09-20 11:15:00,57.05,,,,,
2019-09-20 13:00:00,57.46,30.94,70.82,16.6,17.3,19.67
2019-09-20 13:15:00,57.99,30.67,71.1,16.74,17.5,19.84
2019-09-20 13:30:00,58.0,30.95,71.06,16.69,17.46,19.93
2019-09-20 13:45:00,57.67,30.81,70.66,16.6,17.35,19.8
2019-09-20 14:00:00,57.56,30.85,70.48,16.6,17.4,19.75
2019-09-20 14:15:00,57.43,30.8,70.38,16.63,17.38,19.66
2019-09-20 14:30:00,57.45,30.62,70.66,16.6,17.39,19.82
2019-09-23 09:30:00,57.09,30.18,71.2,16.44,16.63,19.6
2019-09-23 09:45:00,57.03,30.39,72.04,16.47,16.73,19.75
2019-09-23 10:00:00,57.0,30.5,71.75,16.5,16.68,19.91
2019-09-23 10:15:00,57.01,30.35,72.71,16.35,16.65,19.94
2019-09-23 10:30:00,58.59,30.56,75.0,16.58,16.98,20.28
2019-09-23 10:45:00,57.94,30.32,74.1,16.51,16.83,19.98
2019-09-23 11:00:00,58.1,30.48,74.05,16.82,16.94,19.79
2019-09-23 11:15:00,57.8,,74.19,,,
2019-09-23 13:00:00,57.63,29.94,74.08,16.63,16.67,19.72
2019-09-23 13:15:00,57.88,30.25,74.17,16.67,16.8,19.74
2019-09-23 13:30:00,57.61,30.17,74.87,16.68,16.77,19.69
2019-09-23 13:45:00,57.79,30.43,74.48,16.68,16.76,19.67
2019-09-23 14:00:00,57.7,30.34,74.25,16.63,16.8,19.55
2019-09-23 14:15:00,57.94,30.6,76.17,16.81,16.83,19.76
2019-09-23 14:30:00,58.65,30.48,78.08,16.91,16.98,19.88
2019-09-24 09:30:00,59.04,30.57,82.65,17.03,17.66,19.98
2019-09-24 09:45:00,58.68,30.45,82.1,16.94,17.54,19.87
2019-09-24 10:00:00,58.88,30.54,82.25,16.93,17.5,19.98
2019-09-24 10:15:00,58.82,30.2,82.03,16.94,17.43,19.85
2019-09-24 10:30:00,58.59,30.12,83.01,16.87,17.48,19.88
2019-09-24 10:45:00,58.7,30.23,83.0,16.94,17.45,20.17
2019-09-24 11:00:00,58.92,30.3,83.93,16.95,17.42,20.24
2019-09-24 11:15:00,58.9,30.43,83.51,,,
2019-09-24 13:00:00,58.8,30.41,83.42,16.96,17.44,20.22
2019-09-24 13:15:00,59.13,30.43,82.3,16.99,17.48,20.23
2019-09-24 13:30:00,59.51,30.36,83.11,17.18,17.52,20.33
2019-09-24 13:45:00,59.25,30.42,83.1,17.13,17.41,20.17
2019-09-24 14:00:00,59.1,30.32,82.88,17.1,17.41,20.13
2019-09-24 14:15:00,58.88,30.12,82.75,17.02,17.39,20.11
2019-09-24 14:30:00,58.53,30.16,82.36,16.91,17.28,20.02
2019-09-25 09:30:00,56.77,29.23,80.89,16.51,16.95,19.4
2019-09-25 09:45:00,55.16,28.73,79.6,16.35,16.7,18.98
2019-09-25 10:00:00,54.97,28.81,79.34,16.19,16.54,18.84
2019-09-25 10:15:00,55.1,29.2,80.1,16.15,16.59,19.01
2019-09-25 10:30:00,55.49,29.14,80.99,16.23,16.68,19.03
2019-09-25 10:45:00,55.3,29.28,81.15,16.19,16.6,18.99
2019-09-25 11:00:00,55.43,29.47,80.96,16.25,16.6,19.09
2019-09-25 11:15:00,55.0,29.04,80.08,,,
2019-09-25 13:00:00,54.87,29.28,80.51,16.05,16.42,18.93
2019-09-25 13:15:00,54.97,29.29,81.12,16.07,16.46,18.93
2019-09-25 13:30:00,55.08,29.53,80.94,16.03,16.5,18.98
2019-09-25 13:45:00,54.73,29.6,80.65,15.95,16.35,18.8
2019-09-25 14:00:00,54.42,29.49,79.77,15.97,16.3,18.6
2019-09-25 14:15:00,54.18,29.4,79.6,15.9,16.27,18.7
2019-09-25 14:30:00,54.5,29.64,79.95,16.02,16.3,18.6
2019-09-26 09:30:00,52.98,29.5,77.69,15.83,15.95,18.45
2019-09-26 09:45:00,53.28,29.5,77.19,15.78,16.02,18.74
2019-09-26 10:00:00,52.99,29.08,76.17,15.69,15.93,18.54
2019-09-26 10:15:00,52.55,29.08,75.51,15.58,15.56,18.25
2019-09-26 10:30:00,52.62,29.46,75.35,15.62,15.61,18.33
2019-09-26 10:45:00,52.65,29.25,74.01,15.6,15.56,18.33
2019-09-26 11:00:00,52.28,29.28,73.0,15.41,15.55,18.18
2019-09-26 11:15:00,51.29,,72.15,,,
2019-09-26 13:00:00,51.92,29.09,71.9,15.35,15.35,18.14
2019-09-26 13:15:00,51.8,29.07,71.82,15.34,15.34,18.0
2019-09-26 13:30:00,51.95,29.2,71.82,15.33,15.39,17.96
2019-09-26 13:45:00,51.85,29.22,71.82,15.33,15.25,18.0
2019-09-26 14:00:00,51.69,28.99,71.82,15.2,15.26,17.96
2019-09-26 14:15:00,52.12,29.09,71.82,15.29,15.32,18.06
2019-09-26 14:30:00,51.78,29.14,71.82,15.16,15.19,17.97
2019-09-27 09:30:00,52.09,29.59,70.05,15.4,15.4,18.27
2019-09-27 09:45:00,51.71,29.39,68.76,15.31,15.32,18.04
2019-09-27 10:00:00,51.96,29.26,68.6,15.37,15.38,18.0
2019-09-27 10:15:00,52.04,29.25,67.8,15.32,15.38,17.87
2019-09-27 10:30:00,52.28,29.64,69.3,15.39,15.47,18.12
2019-09-27 10:45:00,52.6,29.86,69.23,15.47,15.51,18.23
2019-09-27 11:00:00,52.23,29.7,68.4,15.33,15.41,18.14
2019-09-27 11:15:00,52.16,,68.17,,,
2019-09-27 13:00:00,52.31,29.35,68.23,15.39,15.41,18.11
2019-09-27 13:15:00,52.15,29.12,68.12,15.29,15.38,17.98
2019-09-27 13:30:00,52.14,28.96,67.83,15.24,15.33,17.88
2019-09-27 13:45:00,52.25,29.04,68.92,15.28,15.36,18.07
2019-09-27 14:00:00,52.38,29.03,68.91,15.35,15.39,18.12
2019-09-27 14:15:00,52.34,29.13,68.98,15.29,15.43,18.0
2019-09-27 14:30:00,52.11,28.94,68.19,15.24,15.32,17.93
2019-09-30 09:30:00,52.01,29.45,67.25,15.26,15.5,17.54
2019-09-30 09:45:00,51.54,29.54,66.72,15.18,15.33,17.65
2019-09-30 10:00:00,51.82,29.82,66.66,15.3,15.54,17.81
2019-09-30 10:15:00,51.74,29.95,66.36,15.32,15.45,17.66
2019-09-30 10:30:00,51.56,29.58,66.15,15.32,15.45,17.6
2019-09-30 10:45:00,51.64,29.82,66.08,15.23,15.41,17.46
2019-09-30 11:00:00,51.77,29.96,66.0,15.24,15.41,17.44
2019-09-30 11:15:00,51.7,29.97,,,,
2019-09-30 13:00:00,51.85,29.88,66.18,15.29,15.48,17.49
2019-09-30 13:15:00,52.07,30.0,66.64,15.33,15.5,17.63
2019-09-30 13:30:00,52.36,30.05,66.85,15.33,15.51,17.59
2019-09-30 13:45:00,52.17,30.05,66.49,15.3,15.47,17.53
2019-09-30 14:00:00,52.04,29.97,66.26,15.27,15.42,17.52
2019-09-30 14:15:00,51.79,29.82,65.99,15.23,15.35,17.34
2019-09-30 14:30:00,51.42,29.76,65.72,15.2,15.21,17.18
2019-10-08 09:30:00,51.59,29.44,65.37,15.18,15.28,17.48
2019-10-08 09:45:00,52.0,29.33,65.79,15.25,15.35,17.66
2019-10-08 10:00:00,51.8,29.25,65.81,15.25,15.33,17.55
2019-10-08 10:15:00,51.6,29.45,66.07,15.24,15.32,17.55
2019-10-08 10:30:00,51.63,29.38,66.16,15.2,15.27,17.5
2019-10-08 10:45:00,51.73,29.29,66.38,15.24,15.33,17.5
2019-10-08 11:00:00,51.41,29.06,66.56,15.26,15.29,17.39
2019-10-08 11:15:00,,,,,,
2019-10-08 13:00:00,51.14,28.89,66.13,15.22,15.21,17.22
2019-10-08 13:15:00,50.77,28.8,65.85,15.19,15.16,17.08
2019-10-08 13:30:00,50.87,28.73,65.76,15.17,15.12,17.05
2019-10-08 13:45:00,50.38,28.38,65.1,15.06,15.02,16.87
2019-10-08 14:00:00,50.73,28.52,65.47,15.12,15.08,17.1
2019-10-08 14:15:00,50.78,28.3,65.17,15.12,15.05,16.99
2019-10-08 14:30:00,50.65,28.02,65.13,15.13,15.06,16.99
2019-10-09 09:30:00,50.71,28.89,66.44,15.07,15.18,16.85
2019-10-09 09:45:00,51.2,29.39,66.48,15.33,15.4,17.21
2019-10-09 10:00:00,51.38,29.54,66.6,15.3,15.39,17.07
2019-10-09 10:15:00,51.29,29.52,66.3,15.27,15.34,16.95
2019-10-09 10:30:00,50.95,29.61,65.8,15.26,15.29,16.81
2019-10-09 10:45:00,51.0,29.76,65.79,15.27,15.53,16.8
2019-10-09 11:00:00,51.1,29.87,65.98,15.34,15.54,16.8
2019-10-09 11:15:00,50.94,29.21,,,,
2019-10-09 13:00:00,51.15,28.99,66.1,15.37,15.52,16.87
2019-10-09 13:15:00,51.18,28.9,66.03,15.32,15.47,16.77
2019-10-09 13:30:00,51.13,28.98,65.95,15.32,15.41,16.81
2019-10-09 13:45:00,51.55,29.27,66.58,15.42,15.5,17.1
2019-10-09 14:00:00,51.62,29.37,66.59,15.37,15.5,17.05
2019-10-09 14:15:00,51.69,29.02,66.73,15.45,15.54,17.06
2019-10-09 14:30:00,51.85,28.96,66.56,15.46,15.54,17.03
2019-10-10 09:30:00,51.8,28.88,66.63,15.47,15.39,17.02
2019-10-10 09:45:00,51.78,28.92,67.5,15.49,15.5,17.09
2019-10-10 10:00:00,52.1,29.13,68.62,15.59,15.57,17.18
2019-10-10 10:15:00,52.0,29.09,68.7,15.56,15.52,17.14
2019-10-10 10:30:00,52.1,29.21,68.74,15.57,15.52,17.17
2019-10-10 10:45:00,51.83,28.98,68.27,15.48,15.42,17.07
2019-10-10 11:00:00,51.71,28.8,67.89,15.4,15.35,16.94
2019-10-10 11:15:00,51.66,29.1,,,,
2019-10-10 13:00:00,52.11,29.3,68.89,15.5,15.46,17.11
2019-10-10 13:15:00,51.87,29.3,68.38,15.43,15.44,17.11
2019-10-10 13:30:00,52.03,29.36,68.62,15.5,15.46,17.26
2019-10-10 13:45:00,52.01,29.29,68.71,15.52,15.51,17.11
2019-10-10 14:00:00,52.15,29.27,69.13,15.54,15.49,17.14
2019-10-10 14:15:00,52.25,29.26,69.2,15.56,15.52,17.21
2019-10-10 14:30:00,52.48,29.33,69.11,15.59,15.6,17.31
2019-10-11 09:30:00,52.06,29.38,69.05,15.56,15.52,17.44
2019-10-11 09:45:00,51.77,29.12,67.94,15.45,15.4,17.0
2019-10-11 10:00:00,51.73,29.21,67.7,15.43,15.37,16.88
2019-10-11 10:15:00,51.45,29.28,67.52,15.41,15.3,16.86
2019-10-11 10:30:00,51.15,29.13,67.13,15.21,15.21,16.78
2019-10-11 10:45:00,51.32,28.98,66.9,15.22,15.22,16.74
2019-10-11 11:00:00,51.39,29.1,66.8,15.22,15.27,16.81
2019-10-11 11:15:00,,,67.49,,,
2019-10-11 13:00:00,51.61,29.16,66.79,15.36,15.37,16.78
2019-10-11 13:15:00,51.58,29.2,66.28,15.35,15.36,16.79
2019-10-11 13:30:00,51.82,29.29,66.4,15.45,15.46,16.79
2019-10-11 13:45:00,51.85,29.44,66.87,15.4,15.44,16.81
2019-10-11 14:00:00,51.89,29.41,66.87,15.42,15.43,16.86
2019-10-11 14:15:00,51.93,29.23,66.58,15.43,15.43,16.84
2019-10-11 14:30:00,51.74,29.03,66.29,15.35,15.35,16.79
2019-10-14 09:30:00,52.8,30.03,67.27,15.67,15.74,17.13
2019-10-14 09:45:00,53.15,30.1,67.51,15.68,15.75,17.5
2019-10-14 10:00:00,53.23,29.81,67.39,15.69,15.82,17.52
2019-10-14 10:15:00,53.58,30.25,67.43,15.78,15.88,17.74
2019-10-14 10:30:00,53.87,30.27,67.67,15.9,15.96,18.22
2019-10-14 10:45:00,53.44,30.16,67.32,15.79,15.84,17.87
2019-10-14 11:00:00,53.53,30.12,67.59,15.79,15.85,17.97
2019-10-14 11:15:00,53.5,,67.32,,,
2019-10-14 13:00:00,53.51,29.98,67.63,15.8,15.82,17.91
2019-10-14 13:15:00,53.33,29.96,67.33,15.73,15.73,17.86
2019-10-14 13:30:00,53.38,30.01,67.31,15.73,15.76,17.99
2019-10-14 13:45:00,53.34,30.11,67.27,15.74,15.77,17.98
2019-10-14 14:00:00,53.7,30.47,67.59,15.82,15.79,18.0
2019-10-14 14:15:00,53.61,30.36,67.58,15.78,15.75,17.99
2019-10-14 14:30:00,53.36,30.38,67.28,15.75,15.72,17.95
2019-10-15 09:30:00,52.74,29.81,65.16,15.59,15.41,17.49
2019-10-15 09:45:00,52.8,29.69,65.41,15.58,15.34,17.27
2019-10-15 10:00:00,52.16,29.71,64.93,15.42,15.19,17.23
2019-10-15 10:15:00,52.16,29.63,65.29,15.45,15.27,17.35
2019-10-15 10:30:00,51.99,29.25,64.93,15.44,15.21,17.22
2019-10-15 10:45:00,51.95,28.85,64.84,15.4,15.17,17.13
2019-10-15 11:00:00,52.15,29.19,64.81,15.43,15.19,17.22
2019-10-15 11:15:00,52.02,29.19,64.73,,,
2019-10-15 13:00:00,51.72,29.68,64.58,15.43,15.2,17.07
2019-10-15 13:15:00,51.95,29.98,64.76,15.45,15.19,17.07
2019-10-15 13:30:00,51.93,30.09,64.68,15.48,15.21,17.2
2019-10-15 13:45:00,52.17,29.9,64.8,15.53,15.27,17.19
2019-10-15 14:00:00,51.97,29.75,64.62,15.51,15.2,17.11
2019-10-15 14:15:00,51.9,29.69,64.86,15.45,15.21,17.07
2019-10-15 14:30:00,51.89,29.81,64.94,15.47,15.2,17.07
2019-10-16 09:30:00,51.73,29.6,63.96,15.45,15.18,16.75
2019-10-16 09:45:00,52.04,29.73,64.61,15.45,15.24,17.04
2019-10-16 10:00:00,51.95,29.85,65.13,15.53,15.27,17.01
2019-10-16 10:15:00,52.08,30.08,64.78,15.5,15.24,16.96
2019-10-16 10:30:00,52.06,30.05,65.14,15.48,15.26,17.01
2019-10-16 10:45:00,52.41,29.81,65.15,15.55,15.29,17.08
2019-10-16 11:00:00,52.21,30.0,64.73,15.53,15.29,17.1
2019-10-16 11:15:00,51.9,,64.75,,,
2019-10-16 13:00:00,51.85,30.09,64.27,15.48,15.18,16.94
2019-10-16 13:15:00,51.65,29.78,63.91,15.39,15.13,16.83
2019-10-16 13:30:00,51.71,29.7,63.95,15.39,15.16,16.82
2019-10-16 13:45:00,51.76,29.51,63.7,15.38,15.13,16.8
2019-10-16 14:00:00,51.75,29.57,64.0,15.4,15.13,16.87
2019-10-16 14:15:00,51.7,29.45,63.82,15.37,15.12,16.79
2019-10-16 14:30:00,51.9,29.53,63.69,15.4,15.14,16.75
2019-10-17 09:30:00,51.93,29.78,64.2,15.49,15.19,16.89
2019-10-17 09:45:00,51.78,30.1,63.6,15.43,15.17,16.92
2019-10-17 10:00:00,51.47,30.51,63.3,15.42,15.12,16.8
2019-10-17 10:15:00,51.4,30.3,63.17,15.36,15.06,16.71
2019-10-17 10:30:00,51.82,30.5,63.7,15.44,15.16,16.81
2019-10-17 10:45:00,51.6,30.72,63.61,15.4,15.12,16.79
2019-10-17 11:00:00,51.58,30.8,63.33,15.38,15.1,16.74
2019-10-17 11:15:00,51.63,30.73,63.3,,,
2019-10-17 13:00:00,51.55,30.54,63.33,15.35,15.08,16.74
2019-10-17 13:15:00,51.55,30.59,63.26,15.3,15.07,16.67
2019-10-17 13:30:00,51.55,30.61,63.48,15.39,15.1,16.77
2019-10-17 13:45:00,51.5,30.6,63.18,15.38,15.08,16.7
2019-10-17 14:00:00,51.55,30.53,63.15,15.37,15.07,16.67
2019-10-17 14:15:00,51.2,30.42,63.0,15.32,15.01,16.52
2019-10-17 14:30:00,51.11,30.36,62.88,15.33,15.0,16.55
2019-10-18 09:30:00,51.27,30.57,63.76,15.37,15.08,16.92
2019-10-18 09:45:00,51.0,30.3,63.62,15.35,15.04,16.69
2019-10-18 10:00:00,51.2,30.55,63.7,15.41,15.06,16.61
2019-10-18 10:15:00,51.2,30.54,64.21,15.44,15.05,16.66
2019-10-18 10:30:00,50.94,30.72,63.9,15.35,14.99,16.56
2019-10-18 10:45:00,50.8,30.91,63.66,15.31,14.9,16.58
2019-10-18 11:00:00,50.59,30.93,63.53,15.3,14.89,16.6
2019-10-18 11:15:00,50.27,30.63,,,,
2019-10-18 13:00:00,49.88,30.54,63.0,15.11,14.73,16.35
2019-10-18 13:15:00,49.37,30.53,62.93,14.96,14.59,16.22
2019-10-18 13:30:00,49.57,30.39,62.93,15.0,14.61,16.22
2019-10-18 13:45:00,49.66,30.27,62.85,14.93,14.64,16.04
2019-10-18 14:00:00,49.5,30.14,62.67,14.67,14.58,16.2
2019-10-18 14:15:00,49.71,30.16,62.96,14.78,14.61,16.31
2019-10-18 14:30:00,49.37,30.08,62.66,14.75,14.58,16.26
2019-10-21 09:30:00,49.05,29.77,62.4,14.96,14.46,16.01
2019-10-21 09:45:00,49.44,29.9,63.37,15.0,14.78,16.27
2019-10-21 10:00:00,49.26,29.75,63.12,15.0,14.72,16.24
2019-10-21 10:15:00,49.28,29.79,63.23,15.04,14.76,16.28
2019-10-21 10:30:00,49.23,29.72,62.95,15.05,14.8,16.25
2019-10-21 10:45:00,49.01,29.65,62.8,14.99,14.7,16.15
2019-10-21 11:00:00,49.01,29.52,63.04,14.98,14.7,16.18
2019-10-21 11:15:00,,,,,,
2019-10-21 13:00:00,48.75,29.57,63.05,14.99,14.69,16.18
2019-10-21 13:15:00,48.41,29.28,62.9,14.9,14.61,16.06
2019-10-21 13:30:00,48.6,29.24,62.81,14.87,14.63,16.0
2019-10-21 13:45:00,48.52,29.1,62.55,14.87,14.58,16.01
2019-10-21 14:00:00,48.54,28.86,62.43,14.88,14.53,16.04
2019-10-21 14:15:00,48.53,28.93,62.48,14.91,14.53,16.06
2019-10-21 14:30:00,48.91,29.25,63.15,14.91,14.65,16.17
2019-10-22 09:30:00,49.5,28.99,64.01,15.16,14.86,16.62
2019-10-22 09:45:00,50.0,29.46,64.52,15.31,14.93,16.86
2019-10-22 10:00:00,49.9,29.08,64.39,15.25,14.88,16.7
2019-10-22 10:15:00,49.84,29.19,64.29,15.24,14.85,16.74
2019-10-22 10:30:00,49.67,29.29,63.93,15.27,14.86,16.78
2019-10-22 10:45:00,49.61,29.37,63.82,15.27,14.85,16.69
2019-10-22 11:00:00,49.41,29.29,63.65,15.27,14.81,16.63
2019-10-22 11:15:00,,,,,,
2019-10-22 13:00:00,49.55,29.13,63.79,15.27,14.8,16.6
2019-10-22 13:15:00,49.53,29.21,63.85,15.27,14.75,16.6
2019-10-22 13:30:00,49.58,29.04,64.07,15.25,14.77,16.63
2019-10-22 13:45:00,49.64,28.96,64.03,15.28,14.79,16.6
2019-10-22 14:00:00,49.75,28.94,64.14,15.33,14.85,16.61
2019-10-22 14:15:00,49.94,29.14,64.35,15.38,14.92,16.71
2019-10-22 14:30:00,49.81,29.28,64.2,15.31,14.87,16.68
2019-10-23 09:30:00,49.84,29.1,63.7,15.29,14.87,16.78
2019-10-23 09:45:00,50.12,28.68,64.28,15.37,14.9,16.9
2019-10-23 10:00:00,50.01,28.5,64.31,15.33,14.84,17.01
2019-10-23 10:15:00,50.04,28.61,64.2,15.32,14.83,17.27
2019-10-23 10:30:00,50.04,28.52,64.32,15.3,14.89,17.19
2019-10-23 10:45:00,49.82,28.27,64.02,15.27,14.81,17.08
2019-10-23 11:00:00,49.84,28.03,63.91,15.23,14.78,17.15
2019-10-23 11:15:00,,28.14,,,,
2019-10-23 13:00:00,49.93,28.06,64.12,15.28,14.84,17.1
2019-10-23 13:15:00,49.81,28.01,63.82,15.26,14.82,17.12
2019-10-23 13:30:00,49.71,27.96,63.75,15.22,14.78,17.1
2019-10-23 13:45:00,49.85,27.83,63.75,15.2,14.77,17.09
2019-10-23 14:00:00,49.6,27.63,63.6,15.16,14.66,17.06
2019-10-23 14:15:00,49.63,27.73,63.39,15.15,14.72,17.02
2019-10-23 14:30:00,49.35,27.71,63.18,15.11,14.63,16.91
2019-10-24 09:30:00,50.09,27.71,62.88,15.17,14.64,16.83
2019-10-24 09:45:00,50.14,27.85,63.19,15.2,14.66,16.86
2019-10-24 10:00:00,50.16,27.45,63.15,15.24,14.67,16.86
2019-10-24 10:15:00,50.18,27.6,63.1,15.24,14.69,16.89
2019-10-24 10:30:00,50.04,27.76,62.72,15.24,14.62,16.76
2019-10-24 10:45:00,49.95,27.7,62.8,15.22,14.6,16.76
2019-10-24 11:00:00,49.97,27.52,62.89,15.2,14.55,16.75
2019-10-24 11:15:00,50.03,27.35,62.62,,,
2019-10-24 13:00:00,49.76,27.29,62.57,15.17,14.47,16.68
2019-10-24 13:15:00,49.85,27.2,62.58,15.13,14.48,16.59
2019-10-24 13:30:00,49.71,27.23,62.61,15.16,14.46,16.6
2019-10-24 13:45:00,49.82,27.22,62.65,15.2,14.5,16.7
2019-10-24 14:00:00,50.04,27.32,62.92,15.23,14.58,16.84
2019-10-24 14:15:00,50.18,27.4,63.1,15.29,14.66,16.87
2019-10-24 14:30:00,50.03,27.59,63.03,15.28,14.6,16.8
2019-10-25 09:30:00,49.7,27.39,62.99,15.1,14.51,16.5
2019-10-25 09:45:00,50.18,27.59,63.45,15.11,14.65,16.72
2019-10-25 10:00:00,50.01,27.35,63.25,15.13,14.55,16.63
2019-10-25 10:15:00,50.0,27.05,63.35,15.14,14.6,16.69
2019-10-25 10:30:00,49.92,26.8,63.11,15.17,14.53,16.63
2019-10-25 10:45:00,50.3,26.9,63.42,15.27,14.66,16.9
2019-10-25 11:00:00,50.3,27.18,63.6,15.3,14.69,16.96
2019-10-25 11:15:00,50.3,27.21,63.63,,,
2019-10-25 13:00:00,50.15,27.38,63.51,15.27,14.63,16.91
2019-10-25 13:15:00,50.2,27.18,63.64,15.26,14.67,17.03
2019-10-25 13:30:00,50.4,27.19,63.73,15.31,14.73,17.09
2019-10-25 13:45:00,50.45,27.12,64.1,15.37,14.78,17.2
2019-10-25 14:00:00,50.56,27.3,64.43,15.4,14.77,17.2
2019-10-25 14:15:00,50.85,27.49,64.85,15.46,14.85,17.47
2019-10-25 14:30:00,50.91,27.5,64.83,15.45,14.8,17.31
2019-10-28 09:30:00,51.36,27.62,65.74,15.72,15.08,17.97
2019-10-28 09:45:00,51.45,27.48,66.02,15.68,15.09,17.94
2019-10-28 10:00:00,51.32,27.63,65.13,15.72,15.01,17.94
2019-10-28 10:15:00,51.5,27.72,65.62,15.75,15.14,17.99
2019-10-28 10:30:00,52.08,27.69,66.12,15.79,15.24,17.98
2019-10-28 10:45:00,51.88,27.61,65.9,15.77,15.16,18.0
2019-10-28 11:00:00,52.4,28.01,67.0,15.82,15.2,18.11
2019-10-28 11:15:00,52.5,,66.88,,,
2019-10-28 13:00:00,52.31,27.66,66.8,15.82,15.2,18.22
2019-10-28 13:15:00,52.79,27.78,67.55,15.93,15.4,18.72
2019-10-28 13:30:00,52.46,27.79,67.69,15.87,15.32,18.49
2019-10-28 13:45:00,52.46,27.94,67.6,15.86,15.29,18.58
2019-10-28 14:00:00,52.6,27.9,67.33,15.85,15.28,18.59
